sarcasm,irony,satire,understatement,overstatement,rhetorical_question,sarcastic,text_path,split
0,0,0,0,0,0,0,paragraphs/paragraph_000346.txt,test
1,0,0,0,0,1,1,paragraphs/paragraph_000347.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000348.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_000349.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000350.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000351.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000352.txt,cal
1,0,0,0,1,0,1,paragraphs/paragraph_000353.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000354.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000355.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000356.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000357.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000358.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_000359.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000360.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000361.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000362.txt,test
0,1,0,0,0,1,1,paragraphs/paragraph_000363.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000364.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_000365.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000366.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000367.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000368.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000369.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000370.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000371.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000372.txt,train
0,1,0,0,0,1,1,paragraphs/paragraph_000373.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000374.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000375.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000376.txt,train
1,0,0,0,0,1,1,paragraphs/paragraph_000377.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000378.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000379.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000380.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000381.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000382.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000383.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000384.txt,cal
1,0,0,0,0,1,1,paragraphs/paragraph_000385.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000386.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000387.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000388.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000389.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000390.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000391.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000392.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000393.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000394.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000395.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000396.txt,cal
0,1,0,0,0,1,1,paragraphs/paragraph_000397.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000398.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000399.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000400.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000401.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000402.txt,cal
0,1,0,0,0,0,1,paragraphs/paragraph_000403.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000404.txt,cal
1,0,0,0,0,1,1,paragraphs/paragraph_000405.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000406.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000407.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000408.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000409.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000410.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000411.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000412.txt,cal
1,0,0,0,0,1,1,paragraphs/paragraph_000413.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000414.txt,train
0,1,0,0,0,1,1,paragraphs/paragraph_000415.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000416.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000417.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000418.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000419.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000420.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000421.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000422.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000423.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000424.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000425.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000426.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000427.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000428.txt,cal
1,0,0,0,0,1,1,paragraphs/paragraph_000429.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000430.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000431.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000432.txt,test
0,1,0,0,0,0,1,paragraphs/paragraph_000433.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000434.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000435.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000436.txt,test
0,1,0,0,0,0,1,paragraphs/paragraph_000437.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000438.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000439.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000440.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000441.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000442.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000443.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000444.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_000445.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000446.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000447.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000448.txt,test
0,1,0,0,0,0,1,paragraphs/paragraph_000449.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000450.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000451.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000452.txt,train
1,0,0,0,0,1,1,paragraphs/paragraph_000453.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000454.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000455.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000456.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000457.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000458.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000459.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000460.txt,train
1,0,1,0,0,0,1,paragraphs/paragraph_000461.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000462.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000463.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000464.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000465.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000466.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000467.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000468.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000469.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000470.txt,cal
1,0,0,0,1,0,1,paragraphs/paragraph_000471.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000472.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000473.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000474.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000475.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000476.txt,cal
0,1,0,0,0,0,1,paragraphs/paragraph_000477.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000478.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000479.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000480.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_000481.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000482.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000483.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000484.txt,test
1,0,0,0,0,1,1,paragraphs/paragraph_000485.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000486.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000487.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000488.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000489.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000490.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000491.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000492.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000493.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000494.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000495.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000496.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000497.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000498.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000499.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000500.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000501.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000502.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000503.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000504.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000505.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000506.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000507.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000508.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000509.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000510.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000511.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000512.txt,train
1,0,0,0,0,1,1,paragraphs/paragraph_000513.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000514.txt,cal
1,0,0,0,1,0,1,paragraphs/paragraph_000515.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000516.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000517.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000518.txt,cal
0,1,0,0,0,0,1,paragraphs/paragraph_000519.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000520.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000521.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000522.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000523.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000524.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000525.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000526.txt,train
1,0,0,1,0,0,1,paragraphs/paragraph_000527.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000528.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000529.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000530.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000531.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000532.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000533.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000534.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000535.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000536.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000537.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000538.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000539.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000540.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000541.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000542.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000543.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000544.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000545.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000546.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000547.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000548.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000549.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000550.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000551.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000552.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000553.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000554.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000555.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000556.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000557.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000558.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000559.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000560.txt,test
1,0,0,0,1,0,1,paragraphs/paragraph_000561.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000562.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000563.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000564.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000565.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000566.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000567.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000568.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000569.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000570.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000571.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000572.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000573.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000574.txt,test
0,1,0,0,0,0,1,paragraphs/paragraph_000575.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000576.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000577.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000578.txt,cal
1,0,0,0,1,0,1,paragraphs/paragraph_000579.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000580.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000581.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000582.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000583.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000584.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000585.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000586.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000587.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000588.txt,train
1,0,0,0,0,1,1,paragraphs/paragraph_000589.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000590.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000591.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000592.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000593.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000594.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_000595.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000596.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000597.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000598.txt,train
1,0,0,0,0,1,1,paragraphs/paragraph_000599.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000600.txt,train
1,0,0,0,0,1,1,paragraphs/paragraph_000601.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000602.txt,train
1,0,0,0,0,1,1,paragraphs/paragraph_000603.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000604.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000605.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000606.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000607.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000608.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000609.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000610.txt,test
1,0,0,0,0,1,1,paragraphs/paragraph_000611.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000612.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000613.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000614.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000615.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000616.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000617.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000618.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000619.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000620.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000621.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000622.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000623.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000624.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000625.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000626.txt,train
1,0,0,0,0,1,1,paragraphs/paragraph_000627.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000628.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000629.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000630.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000631.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000632.txt,cal
0,1,0,0,0,0,1,paragraphs/paragraph_000633.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000634.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000635.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000636.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000637.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000638.txt,train
1,0,0,0,0,1,1,paragraphs/paragraph_000639.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000640.txt,train
1,0,0,0,0,1,1,paragraphs/paragraph_000641.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000642.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000643.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000644.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000645.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000646.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000647.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000648.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000649.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000650.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_000651.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000652.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000653.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000654.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000655.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000656.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000657.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000658.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000659.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000660.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000661.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000662.txt,cal
1,0,0,0,0,1,1,paragraphs/paragraph_000663.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000664.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000665.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000666.txt,train
1,0,0,0,0,1,1,paragraphs/paragraph_000667.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000668.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_000669.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000670.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_000671.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000672.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000673.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000674.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000675.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000676.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000677.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000678.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000679.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000680.txt,cal
0,1,0,0,0,0,1,paragraphs/paragraph_000681.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000682.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000683.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000684.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000685.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000686.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000687.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000688.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000689.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000690.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000691.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000692.txt,train
