sarcasm,irony,satire,understatement,overstatement,rhetorical_question,sarcastic,text_path,split
1,0,0,0,0,0,1,paragraphs/paragraph_000693.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000694.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_000695.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000696.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000697.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000698.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000699.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000700.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000701.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000702.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000703.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000704.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000705.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000706.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000707.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000708.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000709.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000710.txt,test
1,0,0,0,1,0,1,paragraphs/paragraph_000711.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000712.txt,train
1,0,0,0,0,1,1,paragraphs/paragraph_000713.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000714.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_000715.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000716.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000717.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000718.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000719.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000720.txt,test
1,0,0,0,0,1,1,paragraphs/paragraph_000721.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000722.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000723.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000724.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000725.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000726.txt,cal
1,0,0,0,1,0,1,paragraphs/paragraph_000727.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000728.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000729.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000730.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000731.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000732.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000733.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000734.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000735.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000736.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000737.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000738.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000739.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000740.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000741.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000742.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000743.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000744.txt,train
1,0,0,0,0,1,1,paragraphs/paragraph_000745.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000746.txt,cal
1,0,0,0,0,1,1,paragraphs/paragraph_000747.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000748.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000749.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000750.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000751.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000752.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000753.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000754.txt,train
1,0,1,0,0,0,1,paragraphs/paragraph_000755.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000756.txt,test
0,1,0,0,0,0,1,paragraphs/paragraph_000757.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000758.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000759.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000760.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000761.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000762.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000763.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000764.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000765.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000766.txt,train
0,1,1,0,0,0,1,paragraphs/paragraph_000767.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000768.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000769.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000770.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000771.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000772.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000773.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000774.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_000775.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000776.txt,train
1,0,0,0,0,1,1,paragraphs/paragraph_000777.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000778.txt,test
1,0,0,0,0,1,1,paragraphs/paragraph_000779.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000780.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000781.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000782.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000783.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000784.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000785.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000786.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000787.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000788.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000789.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000790.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000791.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000792.txt,train
1,0,0,0,0,1,1,paragraphs/paragraph_000793.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000794.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000795.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000796.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000797.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000798.txt,train
1,0,1,0,0,0,1,paragraphs/paragraph_000799.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000800.txt,cal
1,0,0,0,0,1,1,paragraphs/paragraph_000801.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000802.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000803.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000804.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000805.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000806.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000807.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000808.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000809.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000810.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000811.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000812.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000813.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000814.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000815.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000816.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000817.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000818.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000819.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000820.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000821.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000822.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_000823.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000824.txt,train
0,1,0,0,0,1,1,paragraphs/paragraph_000825.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000826.txt,cal
0,1,0,0,0,1,1,paragraphs/paragraph_000827.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000828.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000829.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000830.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000831.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000832.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000833.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000834.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_000835.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000836.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000837.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000838.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000839.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000840.txt,test
1,0,0,0,0,1,1,paragraphs/paragraph_000841.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000842.txt,test
1,0,1,0,0,0,1,paragraphs/paragraph_000843.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000844.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000845.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000846.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000847.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000848.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000849.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000850.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000851.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000852.txt,test
1,0,1,0,0,0,1,paragraphs/paragraph_000853.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000854.txt,cal
0,1,0,0,0,0,1,paragraphs/paragraph_000855.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000856.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_000857.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000858.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000859.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000860.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000861.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000862.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000863.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000864.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000865.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000866.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000867.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000868.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000869.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000870.txt,cal
1,0,0,0,0,1,1,paragraphs/paragraph_000871.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000872.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000873.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000874.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000875.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000876.txt,train
1,0,1,0,0,0,1,paragraphs/paragraph_000877.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000878.txt,test
0,1,0,0,0,0,1,paragraphs/paragraph_000879.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000880.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000881.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000882.txt,test
1,0,1,0,0,0,1,paragraphs/paragraph_000883.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000884.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_000885.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000886.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000887.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000888.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000889.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000890.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000891.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000892.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000893.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000894.txt,train
1,0,0,0,1,0,1,paragraphs/paragraph_000895.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000896.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000897.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000898.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000899.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000900.txt,train
1,0,1,0,0,0,1,paragraphs/paragraph_000901.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000902.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000903.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000904.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000905.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000906.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000907.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000908.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000909.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000910.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000911.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000912.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_000913.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000914.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000915.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000916.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000917.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000918.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000919.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000920.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000921.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000922.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_000923.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000924.txt,test
1,0,0,0,0,1,1,paragraphs/paragraph_000925.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000926.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000927.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000928.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000929.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000930.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000931.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000932.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000933.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000934.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000935.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000936.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000937.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000938.txt,cal
1,0,0,0,1,0,1,paragraphs/paragraph_000939.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000940.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000941.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000942.txt,train
0,1,0,0,0,1,1,paragraphs/paragraph_000943.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000944.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000945.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000946.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000947.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000948.txt,cal
0,1,1,0,0,0,1,paragraphs/paragraph_000949.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000950.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_000951.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000952.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000953.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000954.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000955.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000956.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000957.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000958.txt,train
1,0,0,0,1,0,1,paragraphs/paragraph_000959.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000960.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000961.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000962.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000963.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000964.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000965.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000966.txt,train
1,0,1,0,0,0,1,paragraphs/paragraph_000967.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000968.txt,train
1,0,1,0,0,0,1,paragraphs/paragraph_000969.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000970.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000971.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000972.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000973.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000974.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_000975.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000976.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000977.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000978.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000979.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000980.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000981.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000982.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000983.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000984.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000985.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000986.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000987.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000988.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000989.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000990.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000991.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000992.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000993.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000994.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000995.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000996.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000997.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000998.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000999.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001000.txt,train
1,0,0,0,0,1,1,paragraphs/paragraph_001001.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001002.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001003.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001004.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_001005.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001006.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_001007.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001008.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_001009.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001010.txt,train
1,0,0,0,0,1,1,paragraphs/paragraph_001011.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001012.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_001013.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001014.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001015.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001016.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_001017.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001018.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001019.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001020.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001021.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001022.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001023.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001024.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_001025.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001026.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001027.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001028.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_001029.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001030.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_001031.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001032.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001033.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001034.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001035.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001036.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_001037.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001038.txt,test
0,1,0,0,1,0,1,paragraphs/paragraph_001039.txt,train
